"name","ucnt","sum","ds","server","channel"
"每日登录送元宝","7","35","2014-11-11","s135","appstore"
"系统消息附带的奖励","75","14095","2014-11-11","s135","appstore"
"紫禁宝匣开出元宝","18","645","2014-11-11","s135","appstore"
"血战奖励","48","1705","2014-11-11","s135","appstore"
"cdkey","1","50","2014-11-11","s136","appstore"
"八阵图奖励","4","170","2014-11-11","s136","appstore"
"升级奖励","17","180","2014-11-11","s136","appstore"
"升级活动奖励","1","600","2014-11-11","s136","appstore"
"名山寻宝","3","60","2014-11-11","s136","appstore"
"小宝赠宝获取奖励","36","780","2014-11-11","s136","appstore"
"每日登录送元宝","8","40","2014-11-11","s136","appstore"
"献花奖励","31","155","2014-11-11","s136","appstore"
"系统消息附带的奖励","89","16185","2014-11-11","s136","appstore"
"紫禁宝匣开出元宝","25","355","2014-11-11","s136","appstore"
"血战奖励","61","2039","2014-11-11","s136","appstore"
"充值奖励","2","70","2014-11-11","s137","appstore"
"升级奖励","6","60","2014-11-11","s137","appstore"
"升级活动奖励","1","400","2014-11-11","s137","appstore"
"名山寻宝","3","30","2014-11-11","s137","appstore"
"小宝赠宝获取奖励","34","740","2014-11-11","s137","appstore"
"每日登录送元宝","10","50","2014-11-11","s137","appstore"
"献花奖励","17","85","2014-11-11","s137","appstore"
"系统消息附带的奖励","58","11920","2014-11-11","s137","appstore"
"紫禁宝匣开出元宝","17","150","2014-11-11","s137","appstore"
"血战奖励","49","1974","2014-11-11","s137","appstore"
"首次充值奖励","1","32","2014-11-11","s137","appstore"
"cdkey","1","50","2014-11-11","s138","appstore"
"充值奖励","2","1681","2014-11-11","s138","appstore"
"八阵图奖励","2","90","2014-11-11","s138","appstore"
"升级奖励","6","110","2014-11-11","s138","appstore"
"升级活动奖励","1","110","2014-11-11","s138","appstore"
"名山寻宝","3","100","2014-11-11","s138","appstore"
"小宝赠宝获取奖励","25","540","2014-11-11","s138","appstore"
"每日登录送元宝","12","60","2014-11-11","s138","appstore"
"献花奖励","32","160","2014-11-11","s138","appstore"
"签到累计奖励","1","100","2014-11-11","s138","appstore"
"系统消息附带的奖励","81","15545","2014-11-11","s138","appstore"
"紫禁宝匣开出元宝","32","350","2014-11-11","s138","appstore"
"血战奖励","59","2132","2014-11-11","s138","appstore"
"财源滚滚得到元宝","1","49","2014-11-11","s138","appstore"
"首次充值奖励","2","837","2014-11-11","s138","appstore"
"首次充值奖励翻倍","2","7377","2014-11-11","s138","appstore"
"充值奖励","1","35","2014-11-11","s139","appstore"
"八阵图奖励","2","40","2014-11-11","s139","appstore"
"升级奖励","6","80","2014-11-11","s139","appstore"
"升级活动奖励","1","55","2014-11-11","s139","appstore"
"名山寻宝","2","45","2014-11-11","s139","appstore"
"小宝赠宝获取奖励","43","1080","2014-11-11","s139","appstore"
"每日登录送元宝","11","55","2014-11-11","s139","appstore"
"献花奖励","20","100","2014-11-11","s139","appstore"
"系统消息附带的奖励","91","19185","2014-11-11","s139","appstore"
"紫禁宝匣开出元宝","23","205","2014-11-11","s139","appstore"
"血战奖励","84","2657","2014-11-11","s139","appstore"
"财源滚滚得到元宝","1","40","2014-11-11","s139","appstore"
"首次充值奖励","1","830","2014-11-11","s139","appstore"
"首次充值奖励翻倍","1","7310","2014-11-11","s139","appstore"
"充值奖励","2","1478","2014-11-11","s14","appstore"
"升级奖励","9","120","2014-11-11","s14","appstore"
"名山寻宝","1","40","2014-11-11","s14","appstore"
"小宝赠宝获取奖励","51","970","2014-11-11","s14","appstore"
"每日登录送元宝","7","35","2014-11-11","s14","appstore"
"献花奖励","127","254","2014-11-11","s14","appstore"
"系统消息附带的奖励","124","19415","2014-11-11","s14","appstore"
"紫禁宝匣开出元宝","24","295","2014-11-11","s14","appstore"
"血战奖励","95","6146","2014-11-11","s14","appstore"
"首次充值奖励","3","1692","2014-11-11","s14","appstore"
"首次充值奖励翻倍","3","14952","2014-11-11","s14","appstore"
"cdkey","1","50","2014-11-11","s140","appstore"
"充值奖励","2","42","2014-11-11","s140","appstore"
"八阵图奖励","1","50","2014-11-11","s140","appstore"
"升级奖励","4","80","2014-11-11","s140","appstore"
"名山寻宝","1","35","2014-11-11","s140","appstore"
"小宝赠宝获取奖励","22","450","2014-11-11","s140","appstore"
"每日登录送元宝","7","35","2014-11-11","s140","appstore"
"献花奖励","24","120","2014-11-11","s140","appstore"
"系统消息附带的奖励","66","13160","2014-11-11","s140","appstore"
"紫禁宝匣开出元宝","13","245","2014-11-11","s140","appstore"
"血战奖励","47","1839","2014-11-11","s140","appstore"
"首次充值奖励","1","830","2014-11-11","s140","appstore"
"首次充值奖励翻倍","1","7310","2014-11-11","s140","appstore"
"充值奖励","1","76","2014-11-11","s141","appstore"
"八阵图奖励","1","20","2014-11-11","s141","appstore"
"升级奖励","7","90","2014-11-11","s141","appstore"
"小宝赠宝获取奖励","22","590","2014-11-11","s141","appstore"
"每日登录送元宝","7","35","2014-11-11","s141","appstore"
"献花奖励","25","125","2014-11-11","s141","appstore"
"系统消息附带的奖励","63","12925","2014-11-11","s141","appstore"
"紫禁宝匣开出元宝","24","430","2014-11-11","s141","appstore"
"血战奖励","46","1862","2014-11-11","s141","appstore"
"首次充值奖励","2","87","2014-11-11","s141","appstore"
"首次充值奖励翻倍","2","827","2014-11-11","s141","appstore"
"cdkey","1","300","2014-11-11","s142","appstore"
"充值奖励","2","865","2014-11-11","s142","appstore"
"八阵图奖励","4","210","2014-11-11","s142","appstore"
"升级奖励","12","200","2014-11-11","s142","appstore"
"升级活动奖励","2","700","2014-11-11","s142","appstore"
"名山寻宝","2","50","2014-11-11","s142","appstore"
"小宝赠宝获取奖励","18","380","2014-11-11","s142","appstore"
"每日登录送元宝","12","60","2014-11-11","s142","appstore"
"献花奖励","15","75","2014-11-11","s142","appstore"
"签到累计奖励","1","100","2014-11-11","s142","appstore"
"系统消息附带的奖励","73","13620","2014-11-11","s142","appstore"
"紫禁宝匣开出元宝","10","95","2014-11-11","s142","appstore"
"血战奖励","41","1303","2014-11-11","s142","appstore"
"升级奖励","8","90","2014-11-11","s143","appstore"
"升级活动奖励","2","800","2014-11-11","s143","appstore"
"名山寻宝","1","25","2014-11-11","s143","appstore"
"小宝赠宝获取奖励","21","370","2014-11-11","s143","appstore"
"每日登录送元宝","9","45","2014-11-11","s143","appstore"
"献花奖励","18","90","2014-11-11","s143","appstore"
"系统消息附带的奖励","79","15500","2014-11-11","s143","appstore"
"紫禁宝匣开出元宝","28","560","2014-11-11","s143","appstore"
"血战奖励","44","1146","2014-11-11","s143","appstore"
"首次充值奖励","3","917","2014-11-11","s143","appstore"
"首次充值奖励翻倍","3","8137","2014-11-11","s143","appstore"
"八阵图奖励","2","150","2014-11-11","s144","appstore"
"升级奖励","7","100","2014-11-11","s144","appstore"
"升级活动奖励","2","800","2014-11-11","s144","appstore"
"名山寻宝","1","40","2014-11-11","s144","appstore"
"小宝赠宝获取奖励","21","570","2014-11-11","s144","appstore"
"每日登录送元宝","9","45","2014-11-11","s144","appstore"
"献花奖励","21","105","2014-11-11","s144","appstore"
"系统消息附带的奖励","62","12735","2014-11-11","s144","appstore"
"紫禁宝匣开出元宝","12","115","2014-11-11","s144","appstore"
"血战奖励","37","1084","2014-11-11","s144","appstore"
"充值奖励","4","4097","2014-11-11","s145","appstore"
"八阵图奖励","2","60","2014-11-11","s145","appstore"
"升级奖励","6","110","2014-11-11","s145","appstore"
"升级活动奖励","2","400","2014-11-11","s145","appstore"
"名山寻宝","2","75","2014-11-11","s145","appstore"
"小宝赠宝获取奖励","27","530","2014-11-11","s145","appstore"
"每日登录送元宝","8","40","2014-11-11","s145","appstore"
"献花奖励","14","70","2014-11-11","s145","appstore"
"系统消息附带的奖励","108","18840","2014-11-11","s145","appstore"
"紫禁宝匣开出元宝","18","155","2014-11-11","s145","appstore"
"血战奖励","52","1614","2014-11-11","s145","appstore"
"cdkey","1","50","2014-11-11","s146","appstore"
"升级奖励","4","70","2014-11-11","s146","appstore"
"升级活动奖励","1","440","2014-11-11","s146","appstore"
"名山寻宝","4","145","2014-11-11","s146","appstore"
"小宝赠宝获取奖励","30","585","2014-11-11","s146","appstore"
"每日登录送元宝","4","20","2014-11-11","s146","appstore"
"献花奖励","27","132","2014-11-11","s146","appstore"
"系统消息附带的奖励","65","13855","2014-11-11","s146","appstore"
"紫禁宝匣开出元宝","21","463","2014-11-11","s146","appstore"
"血战奖励","49","1711","2014-11-11","s146","appstore"
"充值奖励","1","56","2014-11-11","s147","appstore"
"八阵图奖励","2","30","2014-11-11","s147","appstore"
"升级奖励","2","20","2014-11-11","s147","appstore"
"升级活动奖励","1","500","2014-11-11","s147","appstore"
"名山寻宝","1","30","2014-11-11","s147","appstore"
"小宝赠宝获取奖励","21","390","2014-11-11","s147","appstore"
"每日登录送元宝","5","25","2014-11-11","s147","appstore"
"献花奖励","32","154","2014-11-11","s147","appstore"
"系统消息附带的奖励","64","12985","2014-11-11","s147","appstore"
"紫禁宝匣开出元宝","16","175","2014-11-11","s147","appstore"
"血战奖励","41","1221","2014-11-11","s147","appstore"
"首次充值奖励","1","830","2014-11-11","s147","appstore"
"首次充值奖励翻倍","1","7310","2014-11-11","s147","appstore"
"充值奖励","1","28","2014-11-11","s148","appstore"
"八阵图奖励","1","100","2014-11-11","s148","appstore"
"升级奖励","7","120","2014-11-11","s148","appstore"
"升级活动奖励","3","1510","2014-11-11","s148","appstore"
"名山寻宝","1","40","2014-11-11","s148","appstore"
"小宝赠宝获取奖励","14","310","2014-11-11","s148","appstore"
"每日登录送元宝","5","25","2014-11-11","s148","appstore"
"献花奖励","22","107","2014-11-11","s148","appstore"
"系统消息附带的奖励","59","10980","2014-11-11","s148","appstore"
"紫禁宝匣开出元宝","17","215","2014-11-11","s148","appstore"
"血战奖励","39","1353","2014-11-11","s148","appstore"
"财源滚滚得到元宝","1","37","2014-11-11","s148","appstore"
"充值奖励","2","1660","2014-11-11","s149","appstore"
"八阵图奖励","3","160","2014-11-11","s149","appstore"
"升级奖励","4","40","2014-11-11","s149","appstore"
"升级活动奖励","1","160","2014-11-11","s149","appstore"
"名山寻宝","3","100","2014-11-11","s149","appstore"
"小宝赠宝获取奖励","21","565","2014-11-11","s149","appstore"
"每日登录送元宝","8","40","2014-11-11","s149","appstore"
"献花奖励","30","138","2014-11-11","s149","appstore"
"系统消息附带的奖励","65","14480","2014-11-11","s149","appstore"
"紫禁宝匣开出元宝","14","210","2014-11-11","s149","appstore"
"血战奖励","42","1434","2014-11-11","s149","appstore"
"充值奖励","1","14","2014-11-11","s15","appstore"
"八阵图奖励","2","110","2014-11-11","s15","appstore"
"升级奖励","7","70","2014-11-11","s15","appstore"
"升级活动奖励","4","5380","2014-11-11","s15","appstore"
"名山寻宝","4","120","2014-11-11","s15","appstore"
"小宝赠宝获取奖励","66","1660","2014-11-11","s15","appstore"
"每日登录送元宝","12","60","2014-11-11","s15","appstore"
"献花奖励","141","282","2014-11-11","s15","appstore"
"系统消息附带的奖励","140","22305","2014-11-11","s15","appstore"
"紫禁宝匣开出元宝","45","485","2014-11-11","s15","appstore"
"血战奖励","113","7212","2014-11-11","s15","appstore"
"首次充值奖励","1","7","2014-11-11","s15","appstore"
"首次充值奖励翻倍","1","67","2014-11-11","s15","appstore"
"八阵图奖励","1","40","2014-11-11","s150","appstore"
"升级奖励","10","110","2014-11-11","s150","appstore"
"名山寻宝","1","35","2014-11-11","s150","appstore"
"小宝赠宝获取奖励","17","335","2014-11-11","s150","appstore"
"每日登录送元宝","10","50","2014-11-11","s150","appstore"
"献花奖励","32","154","2014-11-11","s150","appstore"
"系统消息附带的奖励","64","13945","2014-11-11","s150","appstore"
"紫禁宝匣开出元宝","18","160","2014-11-11","s150","appstore"
"血战奖励","32","867","2014-11-11","s150","appstore"
"充值奖励","1","35","2014-11-11","s151","appstore"
"八阵图奖励","1","20","2014-11-11","s151","appstore"
"升级奖励","3","40","2014-11-11","s151","appstore"
"升级活动奖励","1","300","2014-11-11","s151","appstore"
"名山寻宝","3","105","2014-11-11","s151","appstore"
"小宝赠宝获取奖励","19","460","2014-11-11","s151","appstore"
"每日登录送元宝","6","30","2014-11-11","s151","appstore"
"献花奖励","22","107","2014-11-11","s151","appstore"
"系统消息附带的奖励","52","11440","2014-11-11","s151","appstore"
"紫禁宝匣开出元宝","13","165","2014-11-11","s151","appstore"
"血战奖励","35","1102","2014-11-11","s151","appstore"
"首次充值奖励","2","837","2014-11-11","s151","appstore"
"首次充值奖励翻倍","2","7377","2014-11-11","s151","appstore"
"充值奖励","1","2149","2014-11-11","s152","appstore"
"升级奖励","5","70","2014-11-11","s152","appstore"
"升级活动奖励","2","800","2014-11-11","s152","appstore"
"名山寻宝","3","95","2014-11-11","s152","appstore"
"小宝赠宝获取奖励","19","490","2014-11-11","s152","appstore"
"每日登录送元宝","5","25","2014-11-11","s152","appstore"
"献花奖励","34","149","2014-11-11","s152","appstore"
"系统消息附带的奖励","68","14245","2014-11-11","s152","appstore"
"紫禁宝匣开出元宝","18","135","2014-11-11","s152","appstore"
"血战奖励","43","1624","2014-11-11","s152","appstore"
"充值奖励","1","35","2014-11-11","s153","appstore"
"八阵图奖励","1","20","2014-11-11","s153","appstore"
"升级奖励","5","60","2014-11-11","s153","appstore"
"名山寻宝","1","30","2014-11-11","s153","appstore"
"小宝赠宝获取奖励","26","490","2014-11-11","s153","appstore"
"每日登录送元宝","8","40","2014-11-11","s153","appstore"
"献花奖励","30","138","2014-11-11","s153","appstore"
